ck3_id,ck2_province,county,barony,is_capital,ck2_history_terrain,bitmap_ck3_terrain,final_ck3_terrain,outcome
293,1091,c_hlaungadath,b_hlaungadath,yes,desert,desert,desert,already_agreed
294,1260,c_anarath,b_anarath,yes,glacier,taiga,taiga,already_agreed
295,1264,c_riven_frost,b_keltash,yes,glacier,taiga,taiga,already_agreed
296,1093,c_oreme,b_oreme,yes,desert,desert,desert,already_agreed
297,1095,c_glakis,b_glakis,yes,desert,desert,desert,already_agreed
298,1094,c_quaver,b_quaver,yes,desert,desert,desert,already_agreed
299,1092,c_spellgard,b_spellgard,yes,desert,desert,desert,already_agreed
300,1262,c_untrivven,b_untrivven,yes,glacier,taiga,taiga,already_agreed
301,1262,c_untrivven,b_achal,no,glacier,taiga,taiga,already_agreed
302,1261,c_bhaulaea,b_bhaulaea,yes,glacier,taiga,taiga,already_agreed
303,1263,c_smokeholes,b_urumph,yes,glacier,taiga,taiga,already_agreed
314,142,c_calimport,b_pashas_sabban,yes,desert,desert,desert,already_agreed
315,142,c_calimport,b_calephs_court,no,desert,plains,desert,applied_weak_bitmap
316,142,c_calimport,b_raor_bakkal,no,desert,plains,desert,applied_weak_bitmap
317,142,c_calimport,b_muzad,no,desert,plains,desert,applied_weak_bitmap
318,142,c_calimport,b_khandaq,no,desert,plains,desert,applied_weak_bitmap
319,142,c_calimport,b_calimport,no,desert,desert,desert,already_agreed
320,147,c_keltar,b_keltar,yes,desert,plains,desert,applied_capital
321,147,c_keltar,b_evenstar,no,desert,plains,desert,applied_weak_bitmap
322,147,c_keltar,b_yuram,no,desert,hills,hills,kept_strong_bitmap
323,143,c_teshburl,b_teshburl,yes,desert,desert,desert,already_agreed
324,143,c_teshburl,b_st_noradnars,no,desert,plains,desert,applied_weak_bitmap
325,143,c_teshburl,b_st_litwans,no,desert,desert,desert,already_agreed
326,143,c_teshburl,b_ibinhalt,no,desert,desert,desert,already_agreed
329,146,c_calim_desert,b_zenitrag,yes,desert,desert,desert,already_agreed
330,146,c_calim_desert,b_dallabad,no,desert,desert,desert,already_agreed
334,144,c_memnon,b_memnon,yes,desert,plains,desert,applied_capital
335,144,c_memnon,b_golden_grove,no,desert,plains,desert,applied_weak_bitmap
336,144,c_memnon,b_scarlet_gate,no,desert,plains,desert,applied_weak_bitmap
337,144,c_memnon,b_vesparal,no,desert,desert,desert,already_agreed
338,235,c_amkethran,b_amkethran,yes,desert,desert,desert,already_agreed
339,235,c_amkethran,b_assar,no,desert,plains,desert,applied_weak_bitmap
340,235,c_amkethran,b_kemal,no,desert,desert,desert,already_agreed
342,145,c_manshaka,b_manshaka,yes,farmlands,plains,farmlands,applied_capital
343,145,c_manshaka,b_sessemal,no,farmlands,plains,farmlands,applied_weak_bitmap
344,145,c_manshaka,b_st_tarils,no,farmlands,plains,farmlands,applied_weak_bitmap
345,145,c_manshaka,b_faerinstar,no,farmlands,plains,farmlands,applied_weak_bitmap
349,149,c_schamedar,b_schamedar,yes,farmlands,plains,farmlands,applied_capital
350,149,c_schamedar,b_bakkals_sabban,no,farmlands,plains,farmlands,applied_weak_bitmap
351,149,c_schamedar,b_jessimal,no,farmlands,plains,farmlands,applied_weak_bitmap
352,150,c_volothamp,b_volothamp,yes,farmlands,plains,farmlands,applied_capital
353,150,c_volothamp,b_dainar,no,farmlands,mountains,mountains,kept_strong_bitmap
354,150,c_volothamp,b_awagadust,no,farmlands,plains,farmlands,applied_weak_bitmap
355,150,c_volothamp,b_marratesh,no,farmlands,plains,farmlands,applied_weak_bitmap
361,1198,c_spider_swamp,b_ajhuutal,yes,marsh,wetlands,wetlands,already_agreed
382,2308,c_arnrock,b_arnrock,yes,coastal,hills,hills,kept_rule
385,1197,c_beasts_coast,b_olodel,yes,mountain,hills,mountains,applied_capital
397,604,c_ankhwood,b_telgath,yes,forest,plains,forest,applied_capital
398,175,c_thornwood,b_temish,yes,forest,plains,forest,applied_capital
399,1132,c_vale_of_the_reaver,b_lin,yes,hills,plains,hills,applied_capital
400,1132,c_vale_of_the_reaver,b_stanish,no,hills,plains,hills,applied_weak_bitmap
401,1697,c_cloven_hills,b_lupeiros,yes,hills,hills,hills,already_agreed
402,1697,c_cloven_hills,b_yllenora,no,hills,hills,hills,already_agreed
409,1192,c_the_neth_stand,b_ranraths_run,yes,forest,plains,forest,applied_capital
413,1196,c_jundarwood,b_caldarth,yes,forest,plains,forest,applied_capital
428,546,c_qurth_forest,b_qurthing,yes,forest,plains,forest,applied_capital
429,542,c_the_duskwood,b_hesparin,yes,forest,plains,forest,applied_capital
431,139,c_iskashyoll,b_iskashyoll,yes,forest,plains,forest,applied_capital
432,139,c_iskashyoll,b_khanall,no,forest,plains,forest,applied_weak_bitmap
433,140,c_alisiwhann,b_alisiwhann,yes,forest,forest,forest,already_agreed
434,140,c_alisiwhann,b_adarthir,no,forest,plains,forest,applied_weak_bitmap
435,140,c_alisiwhann,b_ragkyls_hold,no,forest,forest,forest,already_agreed
440,152,c_sarenestar,b_sarenestar_glade,yes,forest,plains,forest,applied_capital
444,247,c_tharsult,b_urbeth,yes,coastal,plains,plains,kept_rule
445,247,c_tharsult,b_aunthurr,no,coastal,plains,plains,kept_rule
446,247,c_tharsult,b_funearil,no,coastal,plains,plains,kept_rule
447,247,c_tharsult,b_chastel,no,coastal,plains,plains,kept_rule
448,1217,c_umbarra,b_umbarra,yes,coastal,plains,plains,kept_rule
449,210,c_arrabar,b_arrabar,yes,farmlands,plains,farmlands,applied_capital
450,210,c_arrabar,b_thelgauble,no,farmlands,plains,farmlands,applied_weak_bitmap
451,210,c_arrabar,b_arkhelar,no,farmlands,plains,farmlands,applied_weak_bitmap
452,210,c_arrabar,b_iphash,no,farmlands,plains,farmlands,applied_weak_bitmap
462,1207,c_ilighon,b_sapra,yes,coastal,plains,plains,kept_rule
463,581,c_ixinos,b_ixinos,yes,coastal,plains,plains,kept_rule
464,1208,c_wavecrest,b_queen_of_the_water,yes,coastal,plains,plains,kept_rule
465,574,c_nun,b_nun,yes,farmlands,plains,farmlands,applied_capital
466,574,c_nun,b_horlord,no,farmlands,plains,farmlands,applied_weak_bitmap
471,576,c_nunwood,b_st_vale,yes,forest,plains,forest,applied_capital
472,1442,c_reth,b_reth,yes,hills,hills,hills,already_agreed
473,1442,c_reth,b_sleeping_dragons,no,hills,hills,hills,already_agreed
481,612,c_lomatra,b_lomatra,yes,farmlands,plains,farmlands,applied_capital
482,612,c_lomatra,b_lomoli,no,farmlands,plains,farmlands,applied_weak_bitmap
490,238,c_alaghon,b_the_assembly,yes,farmlands,plains,farmlands,applied_capital
491,238,c_alaghon,b_alaghon_city,no,farmlands,plains,farmlands,applied_weak_bitmap
492,238,c_alaghon,b_karakast,no,farmlands,plains,farmlands,applied_weak_bitmap
493,238,c_alaghon,b_demstar,no,farmlands,plains,farmlands,applied_weak_bitmap
494,239,c_alaoreum,b_morningstar_hollows,yes,hills,plains,hills,applied_capital
495,241,c_holdensword,b_holdensword,yes,farmlands,plains,farmlands,applied_capital
496,241,c_holdensword,b_obelners_well,no,farmlands,plains,farmlands,applied_weak_bitmap
497,240,c_gildenglade,b_gildenglade,yes,farmlands,plains,farmlands,applied_capital
498,240,c_gildenglade,b_merrydell,no,farmlands,hills,hills,kept_strong_bitmap
499,240,c_gildenglade,b_banathar,no,farmlands,plains,farmlands,applied_weak_bitmap
500,240,c_gildenglade,b_zustild,no,farmlands,hills,hills,kept_strong_bitmap
501,242,c_nonthal,b_nonthal,yes,farmlands,plains,farmlands,applied_capital
502,242,c_nonthal,b_zendath,no,farmlands,plains,farmlands,applied_weak_bitmap
503,242,c_nonthal,b_sambryntyn,no,farmlands,plains,farmlands,applied_weak_bitmap
504,242,c_nonthal,b_peldrathans_pool,no,farmlands,plains,farmlands,applied_weak_bitmap
506,243,c_the_faraway,b_dauntshield,yes,forest,plains,forest,applied_capital
507,243,c_the_faraway,b_ravilars_cloak,no,forest,hills,hills,kept_strong_bitmap
508,244,c_xorhun,b_xorhun,yes,hills,plains,hills,applied_capital
509,244,c_xorhun,b_ulvers_lance,no,hills,hills,hills,already_agreed
513,205,c_hlondeth,b_hlondeth,yes,mountain,plains,mountains,applied_capital
514,205,c_hlondeth,b_tanarspear,no,mountain,hills,hills,kept_strong_bitmap
515,205,c_hlondeth,b_amphisbaena,no,mountain,plains,mountains,applied_weak_bitmap
516,205,c_hlondeth,b_halfling_vale,no,mountain,hills,hills,kept_strong_bitmap
517,1432,c_ospkur,b_stormsteer,yes,mountain,hills,mountains,applied_capital
518,209,c_pikemans_folly,b_pike_hold,yes,mountain,hills,mountains,applied_capital
519,209,c_pikemans_folly,b_troll_bridge,no,mountain,hills,hills,kept_strong_bitmap
520,1573,c_nleeth_and_amah,b_nleeth,yes,mountain,hills,mountains,applied_capital
521,1573,c_nleeth_and_amah,b_amah,no,mountain,hills,hills,kept_strong_bitmap
525,575,c_lilit_pass,b_daroush,yes,mountain,mountains,mountains,already_agreed
526,575,c_lilit_pass,b_aelor,no,mountain,mountains,mountains,already_agreed
527,163,c_lheshayl,b_lheshayl,yes,plains,steppe,plains,applied_capital
528,163,c_lheshayl,b_lothia,no,plains,steppe,steppe,kept_strong_bitmap
529,198,c_murpeth,b_murpeth,yes,hills,steppe,hills,applied_capital
530,198,c_murpeth,b_tulhaspyr,no,hills,hills,hills,already_agreed
531,199,c_surkh,b_surkh,yes,hills,steppe,hills,applied_capital
532,199,c_surkh,b_ulken,no,hills,steppe,steppe,kept_strong_bitmap
533,194,c_nathlekh,b_nathlekh,yes,plains,plains,plains,already_agreed
534,194,c_nathlekh,b_kesstar,no,plains,plains,plains,already_agreed
535,202,c_long_arm,b_kens_rise,yes,hills,plains,hills,applied_capital
536,202,c_long_arm,b_port_orlam,no,hills,hills,hills,already_agreed
537,569,c_orbrekhland,b_kenvale,yes,plains,steppe,plains,applied_capital
538,197,c_ormath,b_ormath,yes,plains,steppe,plains,applied_capital
539,197,c_ormath,b_stessarun,no,plains,steppe,steppe,kept_strong_bitmap
540,206,c_the_wetwoods,b_urml,yes,marsh,wetlands,wetlands,already_agreed
541,195,c_assam,b_assam,yes,plains,steppe,plains,applied_capital
542,195,c_assam,b_khearan,no,plains,steppe,steppe,kept_strong_bitmap
543,192,c_karlyns_vale,b_quarrelshigh,yes,mountain,mountains,mountains,already_agreed
544,201,c_giants_run,b_iisilmark,yes,plains,steppe,plains,applied_capital
545,1711,c_karmsteppe,b_karmhold,yes,plains,steppe,plains,applied_capital
546,193,c_widestep,b_qord,yes,plains,steppe,plains,applied_capital
547,1712,c_obarval,b_obarval,yes,plains,steppe,plains,applied_capital
548,204,c_broadfields,b_fenders_run,yes,plains,steppe,plains,applied_capital
549,203,c_westmark,b_estafern,yes,plains,steppe,plains,applied_capital
550,1713,c_argenmoor,b_argenmoor,yes,plains,steppe,plains,applied_capital
551,584,c_rucien_xan,b_rucien_xan,yes,forest,forest,forest,already_agreed
552,584,c_rucien_xan,b_villia,no,forest,forest,forest,already_agreed
553,2533,c_green_shadows,b_thurgabanteth,yes,forest,plains,forest,applied_capital
554,2533,c_green_shadows,b_tempushrine,no,forest,plains,forest,applied_weak_bitmap
555,595,c_nearwoods,b_sarketh,yes,forest,plains,forest,applied_capital
556,594,c_satyr_road,b_holyheart_house,yes,forest,forest,forest,already_agreed
557,596,c_olum,b_olum,yes,forest,plains,forest,applied_capital
558,597,c_illuks,b_illuks,yes,forest,forest,forest,already_agreed
559,2436,c_iyrandrar,b_iyrandrar,yes,forest,plains,forest,applied_capital
560,598,c_adder_woods,b_adder_point,yes,forest,plains,forest,applied_capital
561,599,c_velsit,b_velsit,yes,forest,plains,forest,applied_capital
562,610,c_zamsgrove,b_zams,yes,forest,plains,forest,applied_capital
563,606,c_ormpetarr,b_ormpetarr,yes,farmlands,plains,farmlands,applied_capital
564,606,c_ormpetarr,b_xems,no,farmlands,plains,farmlands,applied_weak_bitmap
565,606,c_ormpetarr,b_glukharks_delve,no,farmlands,plains,farmlands,applied_weak_bitmap
566,606,c_ormpetarr,b_tillisetr,no,farmlands,plains,farmlands,applied_weak_bitmap
589,207,c_lachom,b_lachom,yes,mountain,plains,mountains,applied_capital
590,1199,c_mimph,b_mimph,yes,farmlands,farmlands,farmlands,already_agreed
591,1199,c_mimph,b_vale_vassara,no,farmlands,plains,farmlands,applied_weak_bitmap
592,1199,c_mimph,b_emeralda,no,farmlands,plains,farmlands,applied_weak_bitmap
593,602,c_north_winterwood,b_misthome,yes,forest,plains,forest,applied_capital
594,603,c_south_winterwood,b_chestam,yes,forest,plains,forest,applied_capital
596,441,c_mezro,b_mezro,yes,jungle,jungle,jungle,already_agreed
597,441,c_mezro,b_rotheha,no,jungle,jungle,jungle,already_agreed
598,441,c_mezro,b_nkinge,no,jungle,forest,forest,kept_strong_bitmap
599,441,c_mezro,b_obian,no,jungle,jungle,jungle,already_agreed
600,441,c_mezro,b_deda,no,jungle,jungle,jungle,already_agreed
601,441,c_mezro,b_agwux,no,jungle,forest,forest,kept_strong_bitmap
602,455,c_shatterwave,b_port_castigliar,yes,jungle,forest,jungle,applied_capital
603,443,c_talacoast,b_ataz_muhaha,yes,jungle,jungle,jungle,already_agreed
604,443,c_talacoast,b_hastou,no,jungle,jungle,jungle,already_agreed
605,443,c_talacoast,b_kunnya,no,jungle,forest,forest,kept_strong_bitmap
609,454,c_olung,b_olung,yes,jungle,forest,jungle,applied_capital
610,458,c_wildstorm_vale,b_port_beluarian,yes,jungle,jungle,jungle,already_agreed
612,459,c_bulobo,b_bulobo,yes,jungle,forest,jungle,applied_capital
613,464,c_nsi,b_kir_sabal,yes,hills,hills,hills,already_agreed
614,464,c_nsi,b_edieh,no,hills,jungle,jungle,kept_strong_bitmap
615,461,c_jahaka_bay,b_jahaka,yes,jungle,hills,jungle,applied_capital
616,461,c_jahaka_bay,b_kengabar,no,jungle,hills,hills,kept_strong_bitmap
617,453,c_mbala,b_mbala,yes,jungle,forest,jungle,applied_capital
618,460,c_orolunga,b_orolunga,yes,jungle,forest,jungle,applied_capital
619,465,c_matolo,b_matolo,yes,hills,jungle,hills,applied_capital
620,456,c_aldani_basin,b_aldani,yes,marsh,wetlands,wetlands,already_agreed
622,448,c_hisari,b_hisari,yes,jungle,forest,jungle,applied_capital
623,448,c_hisari,b_aggen,no,jungle,forest,forest,kept_strong_bitmap
624,445,c_sapphire_shores,b_bindra,yes,jungle,jungle,jungle,already_agreed
625,445,c_sapphire_shores,b_adeoyen,no,jungle,hills,hills,kept_strong_bitmap
626,446,c_the_chultengar,b_chova_step,yes,jungle,forest,jungle,applied_capital
627,1420,c_pterafolk_eyries,b_eyrie,yes,jungle,hills,jungle,applied_capital
628,447,c_valley_of_dread,b_klossolo,yes,jungle,hills,jungle,applied_capital
629,1421,c_batiriland,b_batiri,yes,jungle,forest,jungle,applied_capital
630,1566,c_omu,b_omu,yes,jungle,forest,jungle,applied_capital
631,1566,c_omu,b_aataz_yklawzi,no,jungle,forest,forest,kept_strong_bitmap
632,1566,c_omu,b_bibiwe,no,jungle,forest,forest,kept_strong_bitmap
633,1566,c_omu,b_biloga,no,jungle,jungle,jungle,already_agreed
634,1565,c_valley_of_embers,b_aataz_kahakla,yes,jungle,desert,jungle,applied_capital
635,449,c_shilku_bay,b_shilku,yes,jungle,jungle,jungle,already_agreed
636,449,c_shilku_bay,b_jeboye,no,jungle,jungle,jungle,already_agreed
637,2128,c_hrakhamar,b_hrakhamar,yes,mountain,desert,mountains,applied_capital
638,2128,c_hrakhamar,b_wyrmheart,no,mountain,hills,hills,kept_strong_bitmap
639,450,c_valley_of_lost_honor,b_ataaz_yklwazi,yes,desert,jungle,desert,applied_capital
640,451,c_couatl_wilds,b_kalax,yes,jungle,forest,jungle,applied_capital
641,462,c_snapping_turtle_bay,b_belit,yes,hills,hills,hills,already_agreed
642,419,c_tembasi,b_tembasi,yes,jungle,jungle,jungle,already_agreed
643,457,c_land_of_ash_and_smoke,b_pyraxia,yes,desert,desert,desert,already_agreed
644,392,c_samargol,b_samargol,yes,farmlands,plains,farmlands,applied_capital
645,392,c_samargol,b_ingress,no,farmlands,plains,farmlands,applied_weak_bitmap
646,392,c_samargol,b_samar_stone,no,farmlands,plains,farmlands,applied_weak_bitmap
647,392,c_samargol,b_gemhar,no,farmlands,plains,farmlands,applied_weak_bitmap
648,410,c_laas,b_laas,yes,hills,plains,hills,applied_capital
652,442,c_the_samarlogh,b_samargard,yes,jungle,plains,jungle,applied_capital
653,442,c_the_samarlogh,b_flatdrift,no,jungle,jungle,jungle,already_agreed
658,409,c_soussal,b_soussal,yes,jungle,jungle,jungle,already_agreed
659,409,c_soussal,b_rewold,no,jungle,hills,hills,kept_strong_bitmap
662,430,c_thindar,b_thindar,yes,farmlands,plains,farmlands,applied_capital
663,430,c_thindar,b_gurdeth,no,farmlands,plains,farmlands,applied_weak_bitmap
664,430,c_thindar,b_buta,no,farmlands,plains,farmlands,applied_weak_bitmap
689,370,c_heliogabalus,b_heliogabalus,yes,farmlands,plains,farmlands,applied_capital
690,370,c_heliogabalus,b_morovar,no,farmlands,plains,farmlands,applied_weak_bitmap
691,369,c_polten,b_withermeet,yes,farmlands,plains,farmlands,applied_capital
692,369,c_polten,b_daleport,no,farmlands,plains,farmlands,applied_weak_bitmap
693,369,c_polten,b_tellerth,no,farmlands,plains,farmlands,applied_weak_bitmap
697,371,c_ostel,b_praka,yes,farmlands,plains,farmlands,applied_capital
698,371,c_ostel,b_brotha,no,farmlands,plains,farmlands,applied_weak_bitmap
699,371,c_ostel,b_portith,no,farmlands,plains,farmlands,applied_weak_bitmap
725,350,c_rystall_wood,b_snowmantle,yes,forest,forest,forest,already_agreed
726,347,c_north_rystall,b_coniferia,yes,forest,forest,forest,already_agreed
730,269,c_elventree,b_elventree,yes,forest,plains,forest,applied_capital
731,269,c_elventree,b_halls_of_the_unicorn,no,forest,plains,forest,applied_weak_bitmap
732,2468,c_elmwood,b_elmwood,yes,forest,plains,forest,applied_capital
733,2468,c_elmwood,b_littleford,no,forest,plains,forest,applied_weak_bitmap
734,342,c_melvaunt,b_asberyth,yes,plains,hills,plains,applied_capital
735,342,c_melvaunt,b_nanther_keep,no,plains,hills,hills,kept_strong_bitmap
736,344,c_hulburg,b_griffonwatch_keep,yes,hills,hills,hills,already_agreed
737,344,c_hulburg,b_hulburg,no,hills,hills,hills,already_agreed
738,346,c_thentia,b_watchlords_tower,yes,plains,hills,plains,applied_capital
